ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1382747-20030808,1382747,266417,1,"CELL PHONE DEPOT, INC.",PHONE DEPOT,6535 S HALSTED ST  B,CHICAGO,IL,60621,20.0,16.0,20-16,7.0,1010,Limited Business License,,,1382747.0,ISSUE,08/06/2003,08/07/2003,08/07/2003,N,08/08/2003,11/15/2003,08/07/2003,08/08/2003,AAI,,,41.775104581,-87.64455407,"(41.77510458059575, -87.64455406994006)"
72179-20060216,1654410,21794,3,"CONSTRUCTION DESIGN SERVICES, LTD","CONSTRUCTION DESIGN SERVICES, LTD",249 E PROSPECT AVE  100,MOUNT PROSPECT,IL,60056,,,,,1010,Limited Business License,,,72179.0,RENEW,,12/21/2005,01/27/2006,N,02/16/2006,02/15/2007,01/27/2006,01/30/2006,AAI,,,,,
2004044-20151016,2420963,265103,3,CITY SERVICE ELECTRIC INC.,"City Service Electric, Inc.",5710 N NORTHWEST HWY 1,CHICAGO,IL,60646,45.0,33.0,45-33,16.0,1010,Limited Business License,,,2004044.0,RENEW,,08/15/2015,09/24/2015,N,10/16/2015,10/15/2017,09/24/2015,09/25/2015,AAI,,,41.985450407,-87.787039845,"(41.98545040713645, -87.7870398451915)"
2202322-20121121,2202322,324323,76,AMBER ARNESON,11/21/12 - 12/18/12 ARNESON CHRISTMAS TREE SALES,440 W LAKE ST,CHICAGO,IL,60606,42.0,18.0,42-18,12.0,1685,"Itinerant Merchant, Class II",,,2202322.0,ISSUE,11/21/2012,11/21/2012,11/21/2012,N,11/21/2012,12/18/2012,11/21/2012,11/21/2012,AAI,,,41.885831261,-87.639668112,"(41.88583126134899, -87.63966811214964)"
27059-20060216,1656437,30668,1,MONSON-NICHOLAS INC,MONSON-NICHOLAS INC,714 N YALE   1,VILLA PARK,IL,60181,,,,,1010,Limited Business License,,,27059.0,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,,,
1352316-20040216,1467443,261395,1,JADWIGA E DROGOS,JADWIGA E DROGOS,2926 N LOUIS ST,FRANKLIN PARK,IL,60131,,,,,1525,Massage Therapist,,,1352316.0,RENEW,,12/15/2003,02/13/2004,N,02/16/2004,02/15/2005,12/22/2003,02/17/2004,AAC,01/03/2005,,,,
1145528-20120216,2130843,16139,2,"BUDDHA BAR, INC.",FUNKY BUDDHA LOUNGE,724-728 W GRAND AVE 1,CHICAGO,IL,60654,27.0,11.0,27-11,12.0,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1145528.0,RENEW,,12/15/2011,02/15/2012,N,02/16/2012,02/15/2014,02/15/2012,02/16/2012,AAI,,,41.891303656,-87.646889981,"(41.891303656116705, -87.6468899813784)"
2560491-20171005,2560491,422054,1,KRISTYN KLEAR,KRISTYN KLEAR,[REDACTED FOR PRIVACY],DEER PARK,IL,60010,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2560491.0,ISSUE,10/03/2017,10/03/2017,10/04/2017,N,10/05/2017,10/15/2018,10/04/2017,10/05/2017,AAI,,,,,
2037119-20100601,2037119,353813,1,RAYMOND A. DUREAULT III,RAYMOND A. DUREAULT III,57  RUGGLES ST,PROVIDENCE,RI,02908,,,,,1604,"Peddler, non-food",,,2037119.0,ISSUE,06/01/2010,06/01/2010,06/01/2010,N,06/01/2010,06/15/2012,,06/01/2010,AAI,,,,,
1696508-20060420,1696508,68098,3,REMET CORPORATION,REMET CORPORATION,300 N ELIZABETH ST  210,CHICAGO,IL,60607,27.0,33.0,27-33,12.0,1010,Limited Business License,,,1696508.0,ISSUE,04/19/2006,04/19/2006,04/19/2006,N,04/20/2006,02/15/2007,04/19/2006,04/20/2006,AAI,,,41.886697123,-87.659039637,"(41.886697122870025, -87.65903963714334)"
1445919-20031121,1445919,270342,1,OP CHICAGO BUILDERS LLC,"OP CHICAGO BUILDERS, LLC",2201 N WAUKEGAN,BANNOCKBURN,IL,60015,,,,,1011,Home Repair,,,1445919.0,ISSUE,11/13/2003,11/20/2003,11/20/2003,N,11/21/2003,02/15/2004,11/20/2003,11/21/2003,AAI,,,,,
2124638-20111102,2124638,367171,1,"STEAKW' CH, INC.","STEAKW' CH, INC.",67  EISENHOWER LN SOUTH  1ST,LOMBARD,IL,60148,,,,,1315,Mobile Food Dispenser,,,2124638.0,ISSUE,10/19/2011,10/27/2011,10/27/2011,N,11/02/2011,11/15/2013,11/02/2011,11/02/2011,AAC,12/29/2012,,,,
2270943-20130702,2270943,382995,1,MAX CAMERON MAUER,MAX CAMERON MAUER,416 E SUNNYSIDE,LIBERTYVILLE,IL,60048,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2270943.0,ISSUE,07/02/2013,07/02/2013,07/02/2013,N,07/02/2013,07/15/2015,,07/02/2013,AAI,,,,,
1141819-20101016,2051675,210667,1,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4.0,18.0,4-18,1.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1141819.0,RENEW,,08/16/2010,10/07/2010,N,10/16/2010,10/15/2012,10/07/2010,10/08/2010,AAI,,,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
1443498-20050216,1557068,41538,2,PATRICK J DAVOREN,DAVON BUILDERS,12201  SADDLE BROOK LN,LEMONT,IL,60439,,,,,1010,Limited Business License,,,1443498.0,RENEW,,12/20/2004,03/11/2005,N,02/16/2005,02/15/2006,03/11/2005,03/14/2005,AAI,,,,,
2207150-20130316,2228031,306109,1,"JASPER BUILDERS, INC.",JASPER BUILDERS,1700 S PROSPECT,PARK RIDGE,IL,60068,,,,,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2207150.0,RENEW,,01/17/2013,05/14/2013,N,03/16/2013,03/15/2015,05/14/2013,05/15/2013,AAI,,,,,
80495-20020816,1263566,65382,2,"PH.D. ELECTRONICS, INC.",PHD ELECTRONICS INC.,3144-3148 W CERMAK RD 1ST,CHICAGO,IL,60623,24.0,53.0,24-53,10.0,1061,Electronic Equipment Repair,,,80495.0,RENEW,,06/28/2002,07/19/2002,N,08/16/2002,08/15/2003,07/19/2002,07/22/2002,AAI,,,41.851884702,-87.704556342,"(41.85188470196386, -87.70455634207889)"
2363878-20141106,2363878,393595,19,"MATTRESS FIRM, INC.",Mattress Firm #119090,1525 E 87TH ST 1,CHICAGO,IL,60619,8.0,,8-,,1010,Limited Business License,900,Sale of Furniture,2363878.0,ISSUE,,11/05/2014,11/05/2014,N,11/06/2014,10/15/2016,11/05/2014,11/06/2014,AAI,,50.0,41.736785184,-87.586956991,"(41.73678518410439, -87.58695699053386)"
71170-20050216,1552756,21566,1,"EIESLAND BUILDERS, INC.",EIESLAND BUILDERS INC,2041  JOHNS DR 1ST,GLENVIEW,IL,60025,,,,,1010,Limited Business License,,,71170.0,RENEW,,12/20/2004,02/11/2005,N,02/16/2005,02/15/2006,02/11/2005,02/14/2005,AAI,,,,,
1170029-20020216,1220102,218464,1,"Arctic Heating & Air Conditioning, Inc.",Arctic Heating & Air Conditioning,13836 S 85TH AVE,ORLAND PARK,IL,60462,,,,,1011,Home Repair,,,1170029.0,RENEW,,12/21/2001,02/08/2002,N,02/16/2002,02/15/2003,04/11/2002,04/12/2002,AAC,12/26/2002,,,,
8809-20020216,1199076,5102,15,RECORD TOWN MINNESOTA INC,COCONUTS #230,6001 N LINCOLN AVE  1ST F,CHICAGO,IL,60659,50.0,23.0,50-23,24.0,1010,Limited Business License,,,8809.0,RENEW,,12/20/2001,02/28/2002,N,02/16/2002,05/15/2002,02/28/2002,05/01/2002,AAI,,,41.990506299,-87.70734767,"(41.99050629857926, -87.70734766976156)"
83310-20020216,1214391,68414,1,BOGUSLAW M RYZAK,MARKO CONSTRUCTION,453 N TRUE  1ST,GRIFFITH,IN,46319,,,,,1010,Limited Business License,,,83310.0,RENEW,,12/20/2001,02/15/2002,N,02/16/2002,02/15/2003,02/15/2002,02/15/2002,AAI,,,,,
1999138-20091016,1999138,341151,11,"RELIABLE RECOVERY SERVICES, INC.",PAUL W. HOWLETT III,827  GARDNER ST 1,JOLIET,IL,60433,,,,,1842,Repossessor Class B Employee,,,1999138.0,ISSUE,10/13/2009,10/13/2009,10/13/2009,N,10/16/2009,07/15/2010,10/16/2009,10/16/2009,AAI,,,,,
2074419-20150116,2367679,359118,1,ALPHARD G. HOLLAND,ESCAPE LANDSCAPING LAWNSERVICE,685 E 144TH PL,DOLTON,IL,60419,,,,,1010,Limited Business License,,,2074419.0,RENEW,,11/15/2014,01/14/2015,N,01/16/2015,01/15/2017,01/14/2015,01/15/2015,AAI,,,,,
1574395-20050118,1574395,286667,1,SERGEY   LOBANOV,L.S.V. HEATING AND COOLING,21348 W STARRY LN,LAKE ZURICH,IL,60047,,,,,1011,Home Repair,,,1574395.0,ISSUE,01/14/2005,01/14/2005,01/14/2005,N,01/18/2005,02/15/2006,01/14/2005,01/18/2005,AAI,,,,,
81818-20060216,1662350,68018,1,PRESTIGE OFFICE PRODUCTS INC,PRESTIGE OFFICE PRODUCTS INC,9801 S 78 AVE 1ST,HICKORY HILLS,IL,60457,,,,,1010,Limited Business License,,,81818.0,RENEW,,12/21/2005,01/24/2006,N,02/16/2006,02/15/2007,01/24/2006,01/25/2006,AAI,,,,,
84212-20050216,1579795,81425,1,J & J AIRCONDITIONING & HEATING INC.,J & J AIR CONDITIONING/HEATING,9000 W 79TH ST 1ST,JUSTICE,IL,60458,,,,,1011,Home Repair,,,84212.0,RENEW,,03/19/2005,03/08/2005,N,02/16/2005,02/15/2006,04/29/2005,05/02/2005,AAI,,,,,
2536640-20170612,2536640,417742,1,ALAN  LEE  CLARK,ALAN  LEE  CLARK,93  DUNES LAKE CIR  307,SANTA ROSA BEACH,FL,32459,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2536640.0,ISSUE,06/12/2017,06/12/2017,06/12/2017,N,06/12/2017,06/15/2019,,06/12/2017,AAI,,,,,
1964302-20090401,1964302,339984,1,L-C-J CONSTRUCTION INC.,L-C-J CONSTRUCTION INC.,1113  PLAINFIELD RD 1,JOLIET,IL,60433,30.0,30.0,30-30,17.0,1010,Limited Business License,,,1964302.0,ISSUE,04/01/2009,04/01/2009,04/01/2009,N,04/01/2009,08/15/2009,04/01/2009,04/01/2009,AAI,,,,,
1196048-20030216,1325439,220693,1,CITY UTILITY EQUIPMENT,CITY UTILITY EQUIPMENT,22414 W 143RD ST,PLAINFIELD,IL,60544,,,,,1010,Limited Business License,,,1196048.0,RENEW,,12/17/2002,01/21/2003,N,02/16/2003,02/15/2004,01/21/2003,01/22/2003,AAI,,,,,
1358210-20100416,2019599,264420,1,JERICO SERVICES  ETC INC.,JERICO SERVICES ETC INC.,937  BARNSIDE RD,NEW LENOX,IL,60451,,,,,1011,Home Repair,,,1358210.0,RENEW,,02/11/2010,04/01/2010,N,04/16/2010,04/15/2012,04/01/2010,04/02/2010,AAI,,,,,
1697571-20060504,1697571,304022,1,"ABC HEATING & COOLING,INC.","A.B.C. HEATING & COOLING,INC.",9025  TIMBERWOOD LN,TINLEY PARK,IL,60477,,,,,1010,Limited Business License,,,1697571.0,ISSUE,05/02/2006,05/03/2006,05/03/2006,N,05/04/2006,02/15/2007,05/03/2006,05/04/2006,AAI,,,,,
2205526-20121229,2205526,67440,11,"HOMEWOOD DISPOSAL SERVICE, INC.",HOMEWOOD DISPOSAL SERVICE INC,1501 W 175TH ST,HOMEWOOD,IL,60430,,,,,4404,Regulated Business License,741,Private Scavenger - Vehicle,2205526.0,ISSUE,,,,N,12/29/2012,01/15/2013,,12/29/2012,AAI,,,,,
2548679-20170821,2548679,419043,1,MICHAEL NOEL,MICHAEL NOEL,[REDACTED FOR PRIVACY],NORTHFIELD,MN,55057,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2548679.0,ISSUE,07/17/2017,07/17/2017,08/18/2017,N,08/21/2017,09/15/2018,08/18/2017,08/21/2017,AAI,,,,,
2270339-20130627,2270339,380071,1,BROWN AND JOSEPH LTD,BROWN AND JOSEPH LTD,2550 W GOLF RD 3 300,ROLLING MEADOWS,IL,60008,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270339.0,ISSUE,06/26/2013,06/26/2013,06/26/2013,N,06/27/2013,04/15/2015,06/26/2013,06/27/2013,AAI,,,,,
2212878-20121229,2212878,364596,1,ANDREW PAUL PEDERSON,ANDREW PAUL PEDERSON,828  POTTAWATOMIE TRAIL,BATAVIA,IL,60510,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2212878.0,ISSUE,,,,N,12/29/2012,08/15/2013,,12/29/2012,AAI,,,,,
16966-20090516,1960415,6983,1,MOSBECK INDUSTRIAL EQUIPMENT,MOSBECK INDUSTRIAL EQUIPMENT,160 W 154TH   1,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,16966.0,RENEW,,03/16/2009,06/12/2009,N,05/16/2009,05/15/2011,06/23/2009,06/24/2009,AAI,,,,,
46599-20051116,1626289,16678,1,BEAU'S INC,TRI STAR CATERING,150 S WACKER DR  56,CHICAGO,IL,60606,42.0,12.0,42-12,1.0,1010,Limited Business License,,,46599.0,RENEW,,09/22/2005,10/31/2005,N,11/16/2005,11/15/2006,10/31/2005,11/01/2005,AAI,,,41.879410846,-87.637103957,"(41.8794108457744, -87.63710395748413)"
2270323-20130627,2270323,382574,1,Nationwide Credit Corporation,Nationwide Credit Corporation,5503   CHEROKEE AVE,ALEXANDRIA,VA,22312,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270323.0,ISSUE,,06/26/2013,06/26/2013,N,06/27/2013,07/15/2015,06/26/2013,06/27/2013,AAI,,,,,
1621983-20060216,1674376,295601,1,ZYNOVIY DANCHYSHYN,ZENEK HEATING & COOLING,684  LAKESIDE CIR DR,WHEELING,IL,60090,,,,,1011,Home Repair,,,1621983.0,RENEW,,12/21/2005,03/02/2006,N,02/16/2006,02/15/2007,03/02/2006,03/02/2006,AAI,,,,,
2404690-20150526,2404690,398743,1,MAKOTO HALVERSON,MAKOTO HALVERSON,9956  DUFFY ST 1,TEMPLE CITY,CA,91780,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2404690.0,ISSUE,05/26/2015,05/26/2015,05/26/2015,N,05/26/2015,06/15/2017,,05/26/2015,AAI,,,,,
2083845-20170316,2508735,261022,1,GLUTH BROTHERS ROOFING COMPANY INC.,GLUTH BROTHERS ROOFING,6701  OSBOURNE AVE,HAMMOND,IN,46323,,,,,1010,Limited Business License,,,2083845.0,RENEW,,01/15/2017,02/07/2017,N,03/16/2017,03/15/2019,02/07/2017,02/08/2017,AAI,,,,,
1597498-20140416,2311490,287645,1,AUTOFROST CORP.,AUTOFROST,9717  SPRING ST,HIGHLAND PARK,IN,46322,,,,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1597498.0,RENEW,,02/15/2014,03/26/2014,N,04/16/2014,04/15/2016,03/26/2014,03/27/2014,AAI,,,,,
2263888-20170616,2527349,381969,1,"MiraMed Revenue Group, LLC","MiraMed Revenue Group, LLC",991  OAK CREEK DR,LOMBARD,IL,60148,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2263888.0,RENEW,,04/15/2017,05/23/2017,N,06/16/2017,06/15/2019,05/23/2017,05/24/2017,AAI,,,,,
1195609-20120316,2135222,22884,1,V MECHANICAL,V MECHANICAL,2508 S 56TH CT,CICERO,IL,60804,,,,,1010,Limited Business License,,,1195609.0,RENEW,,01/17/2012,02/23/2012,N,03/16/2012,03/15/2014,02/23/2012,08/29/2012,AAI,,,,,
2358759-20161016,2487120,393575,1,"Signature Performance Tiburon, LLC",Tiburon Financial,11510  BLONDO  ST  200,OMAHA,NE,68164,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2358759.0,RENEW,,08/15/2016,09/09/2016,N,10/16/2016,10/15/2018,09/09/2016,09/12/2016,AAC,05/26/2017,,,,
2134682-20120113,2134682,355812,3,A Plus Datacomm Inc,"A Plus Datacomm, Inc.",5740  CENTRAL  AVE  A,PORTAGE,IN,46368,,,,,1010,Limited Business License,,,2134682.0,ISSUE,,01/12/2012,01/12/2012,N,01/13/2012,08/15/2012,01/12/2012,01/13/2012,AAI,,,,,
1197307-20071116,1860021,222384,1,EUSEBIO ARELLANO,NIKKI & PETE'S FABULOUS DELI,1520 N HALSTED ST,CHICAGO,IL,60622,2.0,13.0,2-13,18.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1197307.0,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,11/15/2008,11/15/2007,05/09/2008,AAI,,,41.909253823,-87.648378771,"(41.90925382335916, -87.64837877121674)"
2595413-20180430,2595413,427212,1,DAMIAN  ROZELL,DAMIAN  ROZELL,6209 E 75TH ST 1,TULSA,OK,74136,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2595413.0,ISSUE,04/30/2018,04/30/2018,04/30/2018,N,04/30/2018,05/15/2020,,04/30/2018,AAI,,,,,
2031946-20100427,2031946,352784,1,"Achieve3000, INC.","Achieve3000, INC.",1091 N RIVER  AVE,LAKEWOOD,NJ,08701,,,,,1010,Limited Business License,,,2031946.0,ISSUE,,04/26/2010,04/26/2010,N,04/27/2010,05/15/2012,04/26/2010,04/27/2010,AAI,,,,,
1227351-20030216,1314696,39104,2,SHUBERT PAINTING,SHUBERT PAINTING,16407 S DIXIE HIGHWAY,MARKHAM,IL,60428,,,,,1010,Limited Business License,,,1227351.0,RENEW,,12/17/2002,02/28/2003,N,02/16/2003,02/15/2004,03/06/2003,03/07/2003,AAI,,,,,
18611-20160516,2453266,7551,16,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1593,5230 N MILWAUKEE AVE,CHICAGO,IL,60630,45.0,8.0,45-8,16.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,18611.0,RENEW,,03/15/2016,04/19/2016,N,05/16/2016,05/15/2018,04/19/2016,04/20/2016,AAI,,,41.975305716,-87.767593024,"(41.975305715984945, -87.76759302350574)"
2551350-20170823,2551350,420662,1,DARLA HENRY,DARLA HENRY,[REDACTED FOR PRIVACY],HINSDALE,IL,60521,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2551350.0,ISSUE,08/22/2017,08/22/2017,08/22/2017,N,08/23/2017,09/15/2018,08/22/2017,08/23/2017,AAI,,,,,
1965132-20091016,1987545,19796,2,"EUROPEAN QUALITY TUCKPOINTING, INC.",EUROPEAN QUALITY TUCKPOINTING,9331  SCHILLER BLVD,FRANKLIN PARK,IL,60131,,,,,1010,Limited Business License,,,1965132.0,RENEW,,08/14/2009,09/28/2009,N,10/16/2009,10/15/2011,09/28/2009,09/29/2009,AAI,,,,,
1300020-20030216,1329187,254143,1,DMYTRO KIRICHENKO,DMYTRO  KIRICHENKO,8025  KILPATRICK AVE  1-C,SKOKIE,IL,60076,,,,,1525,Massage Therapist,,,1300020.0,RENEW,,12/17/2002,01/15/2003,N,02/16/2003,02/15/2004,01/15/2003,01/16/2003,AAI,,,,,
1771186-20070216,1797631,312002,1,GERSON PAUL SANCHEZ,GERSON PAUL SANCHEZ,3320 S 57TH ST,CICERO,IL,60804,,,,,1010,Limited Business License,,,1771186.0,RENEW,,12/20/2006,03/21/2007,N,02/16/2007,02/15/2008,03/21/2007,03/22/2007,AAI,,,,,
1904668-20180516,2586707,331258,1,"Freedom Heating & Cooling, Inc.",FREEDOM HEATING & COOLING,9958 W GRAND AVE,FRANKLIN PARK,IL,60131,,,,,1010,Limited Business License,902 | 901,"Heating, Ventilation and Air Conditioning Services - Commercial | Heating, Ventilation and Air Conditioning Services - Residential",1904668.0,RENEW,,03/15/2018,03/29/2018,N,05/16/2018,05/15/2020,03/29/2018,03/30/2018,AAI,,,,,
2130078-20120329,2130078,368248,2,"Mufflers For Less III, Inc",VELASQUEZ MUFFLERS & BRAKES,2600-2608 N LARAMIE AVE 1ST,CHICAGO,IL,60639,31.0,48.0,31-48,25.0,1569,Motor Vehicle Repair : Engine Only (Class II),,,2130078.0,ISSUE,12/07/2011,03/29/2012,03/29/2012,N,03/29/2012,04/15/2014,03/29/2012,03/29/2012,AAC,12/29/2012,,41.927819806,-87.756431028,"(41.92781980610793, -87.75643102769352)"
1249510-20030216,1327981,249779,1,"NORTHWOODS, INC.",NORTHWOODS INC.,15210 S WOODMAR DR,ORLAND PARK,IL,60462,,,,,1010,Limited Business License,,,1249510.0,RENEW,,12/17/2002,02/18/2003,N,02/16/2003,02/15/2004,02/18/2003,02/20/2003,AAI,,,,,
2270879-20130702,2270879,382942,1,"Asset Acceptance Recovery Services, LLC","Asset Acceptance Recovery Services, LLC",28405  VAN DYKE  AVE,WARREN,MI,48093,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270879.0,ISSUE,,07/01/2013,07/01/2013,N,07/02/2013,07/15/2015,07/01/2013,07/02/2013,AAI,,,,,
75396-20060216,1654536,22452,2,ABDUL HAMID ALSALAHI,"A.B.HEATING&COOLING,LLC",7838 W 89TH PL,HICKORY HILLS,IL,60457,,,,,1010,Limited Business License,,,75396.0,RENEW,,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,,,,,
77355-20020216,1202570,22802,2,MARKO BULJUBASIC,MARKO BULJUBASIC,7219  CRAWFORD,LINCOLNWOOD,IL,60712,,,,,1011,Home Repair,,,77355.0,RENEW,,12/20/2001,01/24/2002,N,02/16/2002,02/15/2003,03/11/2002,03/12/2002,AAI,,,,,
1842449-20070716,1842449,320242,1,ARTURO GERARDO MARTINEZ,ARTURO GERARDO MARTINEZ,4914  COLUMBIA AVE,HAMMOND,IN,46327,,,,,1603,"Peddler, food (fruits and vegtables only)",,,1842449.0,ISSUE,07/16/2007,07/16/2007,07/16/2007,N,07/16/2007,08/15/2009,,07/16/2007,AAI,,,,,
2104299-20110712,2104299,364017,1,SOLARES HOME IMPROVEMENTS INC.,SOLARES HOME IMPROVEMENTS INC.,6418 W 26TH PL,BERWYN,IL,60402,,,,,1011,Home Repair,,,2104299.0,ISSUE,07/12/2011,07/12/2011,07/12/2011,N,07/12/2011,07/15/2013,07/12/2011,07/12/2011,AAC,12/29/2012,,,,
26179-20060216,1656407,30505,1,FORIS C. M. INC.,FORIS C.M. INC,3121  BROOKVIEW LN 1ST,PALATINE,IL,60067,,,,,1010,Limited Business License,,,26179.0,RENEW,,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,,,,,
1332342-20030128,1332342,258268,1,MANUEL MANGAOIL,MJ TRANSPORT,5681 S HUNTINGTON DR,ROUND LAKE,IL,60073,,,,,1010,Limited Business License,,,1332342.0,ISSUE,01/27/2003,01/27/2003,01/27/2003,N,01/28/2003,02/15/2004,01/27/2003,01/28/2003,AAI,,,,,
1248319-20020629,1248319,56668,3,CHARLES TAYLOR,CHARLES TAYLOR/C E T H V A C,3338  BERNICE RD,LANSING,IL,60438,,,,,1010,Limited Business License,,,1248319.0,C_LOC,06/04/2002,06/04/2002,06/04/2002,N,06/29/2002,02/15/2003,06/29/2002,02/24/2003,AAI,,,,,
1842096-20150716,2401780,320073,1,"DIAMOND UNLIMITED, INC.","DIAMOND UNLIMITED, INC.",307  CATON FARM RD,LOCKPORT,IL,60441,,,,,1010,Limited Business License,,,1842096.0,RENEW,,05/15/2015,06/19/2015,N,07/16/2015,07/15/2017,06/19/2015,06/22/2015,AAI,,,,,
1195609-20080316,1885636,22884,1,V MECHANICAL,V MECHANICAL,2508 S 56TH CT,CICERO,IL,60804,,,,,1010,Limited Business License,,,1195609.0,RENEW,,01/22/2008,03/14/2008,N,03/16/2008,03/15/2010,03/14/2008,03/17/2008,AAI,,,,,
1574223-20100516,2023365,27390,2,EDWARD L NANNENGA,EDWARD L. NANNENGA,6496 W 1100 N,DEMOTTE,IN,46310,,,,,1007,Wholesale Food Establishment,864,Wholesale Food Sales,1574223.0,RENEW,,03/15/2010,04/23/2010,N,05/16/2010,05/15/2012,04/23/2010,04/26/2010,AAI,,,,,
1517022-20070216,1791580,280290,1,CONTE ENVIROMENTAL INC,CONTE ENVIROMENTAL INC,31W007  NORTH AVE 2 201,WEST CHICAGO,IL,60185,,,,,1010,Limited Business License,,,1517022.0,RENEW,,12/20/2006,01/23/2007,N,02/16/2007,04/15/2008,01/23/2007,01/24/2007,AAI,,,,,
1939140-20180416,2579474,5704,3,ILLINOIS BANKERS ASSOCIATION,ILLINOIS BANKERS ASSOCIATION,194 E DELAWARE SQ 5,SPRINGFIELD,IL,,2.0,35.0,2-35,18.0,1010,Limited Business License,,,1939140.0,RENEW,,02/15/2018,04/19/2018,N,04/16/2018,04/15/2020,04/19/2018,04/20/2018,AAI,,,41.89934924,-87.622149362,"(41.89934923960869, -87.62214936174355)"
1915751-20090416,1958485,333589,1,CHICAGO APARTMENT HUNTERS INC.,CHICAGO APARTMENT HUNTERS INC.,1611 N SHEFFIELD AVE 2 2,CHICAGO,IL,60614,2.0,51.0,2-51,18.0,1010,Limited Business License,,,1915751.0,RENEW,,02/17/2009,04/04/2009,N,04/16/2009,04/15/2011,04/04/2009,04/06/2009,AAC,06/19/2009,,41.911230778,-87.652975339,"(41.911230777637876, -87.65297533893204)"
11040-20110416,2080123,5164,2,JFC INTERNATIONAL INC,JFC INTERNATIONAL INC.,815  TURNBERRY CT  1ST.F,HANOVER PARK,IL,60103,,,,,1007,Wholesale Food Establishment,864,Wholesale Food Sales,11040.0,RENEW,,02/15/2011,03/31/2011,N,04/16/2011,04/15/2013,03/31/2011,04/01/2011,AAI,,,,,
1335691-20030304,1335691,255386,2,ARAIZA CORPORATION,ARAIZA CORPORATION,4190 W 123RD ST UNIT-C,ALSIP,IL,60803,,,,,1010,Limited Business License,,,1335691.0,ISSUE,02/28/2003,02/28/2003,02/28/2003,N,03/04/2003,02/15/2004,02/28/2003,03/04/2003,AAI,,,,,
73897-20120516,2144254,62127,1,"TRI-STATE DRILLING, INC.","TRI-STATE DRILLING, INC.",16940  HIGHWAY 55 WEST  1ST,PLYMOUTH,MN,55446,,,,,1010,Limited Business License,,,73897.0,RENEW,,03/15/2012,04/10/2012,N,05/16/2012,05/15/2014,04/10/2012,04/11/2012,AAI,,,,,
2211783-20171116,2556922,48104,2,ADAM JONES,ADAM JONES,1514 N AUSTIN BLVD,OAK PARK,IL,60302,,,,,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2211783.0,RENEW,,09/15/2017,11/14/2017,N,11/16/2017,11/15/2019,,11/14/2017,AAI,,,41.907921603,-87.775705596,"(41.90792160257591, -87.77570559606387)"
